#SampleID	Sample Accession	Sample Alias	Ecozone	Region	Site	Environmental Source	Phylogenetic Marker	Target Gene Subfragment	Collection Date	sampling_depth_m	elevation_m	mean_annual_temp_C	total_carbon	total_nitrogen	ph	cn_ratio	ph_category	cn_category	env_feature	env_material	total_organic_carb_percent	total_inorganic_carbon_percent	total_carbon_percent	soil_total_inorganic_nitrogen	soil_nitrogen_units	total_nitrogen_percent	cn_category_per_dataset
ERR765625	ERS662651	A8053B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.1	450	1.8	37.299999999999997	0.8	4.5	47.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765626	ERS662652	A8054B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.3	450	1.8	1.7	0.1	5.4	23.7	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765627	ERS662653	A8055B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.1	450	1.8	45.8	1.1000000000000001	4.1	41.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765628	ERS662654	A8056B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.3	450	1.8	2.5	0.1	5.2	23.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765629	ERS662655	A8057B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.1	450	1.8	44.3	1	4.7	43.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765630	ERS662656	A8058B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.3	450	1.8	3.3	0.1	4.9	27.3	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765631	ERS662657	A8059B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.1	450	1.8	45.7	1.1000000000000001	4.2	43.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765632	ERS662658	A8060B	BSON	Ontario	A8	Forest Soil	16S rRNA	V1-V3	2011-07-04	0.3	450	1.8	1.7	0.1	5.2	18.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765633	ERS662659	A9061B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	39.6	1.1000000000000001	5.2	34.6	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765634	ERS662660	A9062B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	3.3	0.1	5.4	23.5	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765635	ERS662661	A9063B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	35.299999999999997	1.1000000000000001	5.4	31.9	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765636	ERS662662	A9064B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	2.2000000000000002	0.1	5.6	21.2	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765637	ERS662663	A9067B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	32.6	0.9	5.4	37.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765638	ERS662664	A9068B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	2.2999999999999998	0.1	5.8	18.3	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765639	ERS662665	A9069B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	45.5	1.3	4.9	36.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765640	ERS662666	A9070B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	0.7	0	5.8	17.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765641	ERS662667	A9073B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	45.1	1.1000000000000001	5	40.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765642	ERS662668	A9074B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	2.8	0.1	5.3	24.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765643	ERS662669	A9075B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	42.7	0.9	4.9	47.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765644	ERS662670	A9076B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.5	0.1	5.6	19.3	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765645	ERS662671	A9077B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	27.7	0.7	5.8	40.1	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765646	ERS662672	A9078B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	0.7	0	6	18.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765647	ERS662673	A9081B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	13.4	0.3	5.3	46.2	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765648	ERS662674	A9082B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.6	0.1	6.1	19.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765649	ERS662675	A9083B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	29	0.9	5.4	30.9	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765650	ERS662676	A9084B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	2.8	0.1	5.4	27.8	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765651	ERS662677	A9085B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	43.9	1.2	4.8	35.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765652	ERS662678	A9086B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.9	0.1	5.4	18.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765653	ERS662679	A9087B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	45.5	1.1000000000000001	4.8	39.9	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765654	ERS662680	A9088B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.4	0.1	5.9	20.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765655	ERS662681	A9089B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.1	442	1.5	44.2	1	4.7	43.1	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765656	ERS662682	A9090B	BSON	Ontario	A9	Forest Soil	16S rRNA	V1-V3	2011-07-05	0.3	442	1.5	1.2	0.1	5.6	22.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765676	ERS662702	BL026B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.7	19.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765678	ERS662704	BL028B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.9	19.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765680	ERS662706	BL030B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.5	0.3	5.9	19.8	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765682	ERS662708	BL032B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.8	20.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765684	ERS662710	BL034B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.3	20.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765686	ERS662712	BL036B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.4	0.3	5.7	20.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765688	ERS662714	BL038B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.4	18.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765690	ERS662716	BL040B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.9	18.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765692	ERS662718	BL042B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	5.3	0.3	5.4	18.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765694	ERS662720	BL044B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	5.5	20.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765696	ERS662722	BL046B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	5.5	20.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765698	ERS662724	BL048B	PPCA	California	BL	Forest Soil	16S rRNA	V1-V3	2011-09-16	0.3	1350	11.2	6.3	0.3	6	20.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765699	ERS662725	BR049B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	41.6	1.6	5.4	25.5	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765700	ERS662726	BR050B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	8.5	0.3	5.9	25.3	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765701	ERS662727	BR051B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	38.6	1.4	4.3	27	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765702	ERS662728	BR052B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	7.8	0.3	5.2	25.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765703	ERS662729	BR053B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	39	1.3	4.4	30.4	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765704	ERS662730	BR054B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.2	0.2	5.3	24.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765705	ERS662731	BR055B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	26.4	1.1000000000000001	5.7	23.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765706	ERS662732	BR056B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.1	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765707	ERS662733	BR057B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	35.1	1.2	5	28.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765708	ERS662734	BR058B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.3	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765709	ERS662735	BR059B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	27.8	1.2	5.9	24	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765710	ERS662736	BR060B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.7	0.3	6.1	20.9	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765711	ERS662737	BR061B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	16.399999999999999	0.6	5.8	27.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765712	ERS662738	BR062B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.7	0.3	5.5	20.7	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765713	ERS662739	BR063B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	19.2	0.7	4.8	26.8	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765714	ERS662740	BR064B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	5.9	0.3	5.4	19.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765715	ERS662741	BR065B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	27.1	1.1000000000000001	5.6	25.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765716	ERS662742	BR066B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.1	0.3	5.8	19.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765717	ERS662743	BR067B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	39.200000000000003	1.2	5	31.6	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765718	ERS662744	BR068B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	6.7	0.3	6	23.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765719	ERS662745	BR069B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	33.299999999999997	1.4	6.3	23.7	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765720	ERS662746	BR070B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	8	0.4	6.7	20	Neutral	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765721	ERS662747	BR071B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.1	1135	11.2	42.8	1.4	5.6	30.7	Slightly Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765722	ERS662748	BR072B	PPCA	California	BR	Forest Soil	16S rRNA	V1-V3	2011-06-22	0.3	1135	11.2	7	0.3	6.3	22.4	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765723	ERS662749	JE085B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.5	1.3	3.7	34.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765724	ERS662750	JE086B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	15.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765725	ERS662751	JE087B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.5	1.3	3.7	34.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765726	ERS662752	JE088B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	15.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765727	ERS662753	JE090B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	3	0.2	5	16.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765728	ERS662754	JE092B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	3	0.2	5	16.4	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765729	ERS662755	JE093B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	40.5	1.3	3.7	32.3	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765730	ERS662756	JE094B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.9	0.2	5	15.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765731	ERS662757	JE095B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	40.5	1.3	3.7	32.3	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765732	ERS662758	JE096B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.9	0.2	5	15.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765733	ERS662759	JE098B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765734	ERS662760	JE100B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.6	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765735	ERS662761	JE101B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.5	1.2	3.6	32.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765736	ERS662762	JE102B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.1	0.2	5.1	13.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765737	ERS662763	JE103B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.5	1.2	3.6	32.7	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765738	ERS662764	JE104B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.1	0.2	5.1	13.5	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765739	ERS662765	JE105B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.4	1.3	3.8	33.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765740	ERS662766	JE106B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	5.1	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765741	ERS662767	JE107B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.4	1.3	3.8	33.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765742	ERS662768	JE108B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	5.1	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765743	ERS662769	JE110B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765744	ERS662770	JE112B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.9	0.1	5.2	13.9	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765745	ERS662771	JE113B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.6	1.4	3.7	31.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765746	ERS662772	JE114B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	16.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765747	ERS662773	JE115B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	41.6	1.4	3.7	31.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765748	ERS662774	JE116B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.6	0.2	5	16.1	Slightly Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765749	ERS662775	JE117B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	39.6	1.3	3.8	33.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765750	ERS662776	JE118B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.5	0.2	4.9	15.3	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765751	ERS662777	JE119B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	39.6	1.3	3.8	33.5	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765752	ERS662778	JE120B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.5	0.2	4.9	15.3	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765753	ERS662779	JE121B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	43.2	1.4	3.6	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765754	ERS662780	JE122B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.4	0.2	4.9	16.4	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765755	ERS662781	JE123B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.1	1.2	3.7	30.8	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765756	ERS662782	JE124B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	2.8	0.2	4.9	17.8	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765757	ERS662783	JE125B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.1	490	2.8	38.9	1.3	3.6	29.8	Moderately Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765758	ERS662784	JE126B	JPON	Ontario	JE	Forest Soil	16S rRNA	V1-V3	2011-08-03	0.3	490	2.8	1.7	0.1	4.8	16.4	Moderately Acidic	Low	NA	NA	NA	NA	NA	NA	NA	NA	Low-Soil
ERR765759	ERS662785	JS043B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.5	1.1000000000000001	4	39.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765760	ERS662786	JS044B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	27.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765761	ERS662787	JS045B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.1	426	1.7	44.5	1.1000000000000001	4	39.6	Moderately Acidic	High	NA	NA	NA	NA	NA	NA	NA	NA	High-Soil
ERR765762	ERS662788	JS046B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.8	0	5.2	27.1	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
ERR765763	ERS662789	JS048B	JPON	Ontario	JS	Forest Soil	16S rRNA	V1-V3	2011-08-04	0.3	426	1.7	0.4	0	5.5	26.6	Slightly Acidic	Intermediate	NA	NA	NA	NA	NA	NA	NA	NA	Intermediate-Soil
